recipe_id,title,ingredients,quantities
929,Alfredo Spaghetti with Roasted Mushroom & Broccoli Recipe,"salt,cloves garlic,red chilli flakes,classic alfredo pasta sauce,broccoli,pepper,button mushrooms,dried oregano","1,1,1,1,1,1,1,1"
930,Andhra Style Mirapakaya Bajji Recipe - Stuffed Chilli Recipe,"salt,cumin powder (jeera),rice flour,asafoetida (hing),ajwain (carom seeds),gram dal (pottukadalai),red chilli powder,chaat masala powder,gram flour (besan),coriander (dhania) leaves,onion,badi hari mirch (large green chilli),enos fruit salt,tamarind,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
931,Pudina Quinoa Recipe,"salt,green chilli,cardamom (elaichi) podsseeds,ghee,cinnamon stick,cloves garlic,onion,mint leaves (pudina),cloves (laung),quinoa","1,1,1,1,1,1,1,1,1,1"
932,Sprouted Ragi Chicken Cutlet Recipe,"salt,cumin powder (jeera),boneless chicken,ginger,garam masala powder,coriander (dhania) leaves,black pepper powder,potato (aloo),cloves garlic,carrot,onion,ragi seeds sprouted,green chillies,instant oats (oatmeal)","1,1,1,1,1,1,1,1,1,1,1,1,1,1"
933,Homemade Ice-Cream Cake Recipe,"baking powder,decorative sugar (cake candy s) decorating,strawberry essense,chocolate ice,milk,flour (maida),sugar,vanilla,eggs,vanilla ice,chocolate chips,strawberry cake strawberry cake,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1"
934,One Pot Pav Bhaji Recipe Using Preethi Electric Pressure Cooker,"tomato,pav bhaji masala,salt,ginger,chaat masala powder,green peas (matar),cloves garlic,carrot,coriander (dhania) leaves,onion,lemon,green bell pepper (capsicum),pav buns,potato (aloo),butter,cabbage (patta gobi muttaikose)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
935,Cuban Black Bean Salad Recipe,"salt,orange,canned black beans (canned),cumin powder (jeera),tomato (or cherry tomato),black pepper powder,parsley,virgin olive oil,cloves garlic,orange juice,red yellow green bell peppers (capsicum),sweet corn,red onion,dried oregano","1,1,1,1,1,1,1,1,1,1,1,1,1,1"
936,Kollu Masala Dosa Recipe - High Protein Horse Gram Dosa,"salt,green chilli,rice,mustard seeds,coriander (dhania) leaves,potato (aloo),red chilli powder,water,curry leaves,onion,methi seeds (fenugreek seeds),horse gram dal (kollu kulith),turmeric powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1"
937,Bengali Style Shak Bhaja Recipe - Stir Fried Green Amaranth Leaves (Recipe in Hindi),"peanuts roast,khus khus,buds garlic finely,salt per,mustard oil,cumin powder,dry red chillies,amaranth leaves,ginger kass","1,1,1,1,1,1,1,1,1"
938,Kashmiri Style Haak T Thool Recipe - Greens Cooked With Eggs,"green chilli,mustard oil,asafoetida (hing),dry red chilli,greens (collard greens,eggs,sunflower oil","1,1,1,1,1,1,1"
939,Savoury Baked Arbi Chips Recipe,"salt,amchur (dry mango powder),virgin olive oil toss,colocasia root (arbi),black pepper powder","1,1,1,1,1"
940,Gujarati Vaghareli Mag Recipe - Whole Green Moong Dal Sabzi Recipe,"salt,ginger,green chilliesor,curry leaves,coriander (dhania) leaves,cumin seeds (jeera),lemon,green moong dal,turmeric powder,sunflower oil","1,1,1,1,1,1,1,1,1,1"
941,Gujarati Adadiya Ladwa Recipe - Urad Dal Halwa with Nuts & Spices,"cashew nuts,gond (natural gum) ghee,khoya (mawa),badam (almond) pistachois will also do,pistachios,milk,raisins,urad dal flour ground flour,sugar,ghee ghee,badam (almond),dry ginger powder,cardamom powder (elaichi),black pepper powder,peepramul powder (ganthoda),cloves (laung),cinnamon powder (dalchini)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
942,Mung Bean Sprouts Salad Recipe With Brussel Sprouts and Pomegranate,"salt,green chilli,green moong sprouts,lemon,cranberries,brussel sprouts,pomegranate fruit kernels,pepper","1,1,1,1,1,1,1,1"
943,Almond Pottukathalai No Recipe - No Almond Chana Dal,"ghee,gram dal (pottukadalai),jaggery,almond meal (badam powder),cardamom powder (elaichi)","1,1,1,1,1"
944,Konkani Style Sol Kadhi Recipe - Kokum Flavored Coconut Curry,"mustard seeds,coconut,asafoetida (hing),kokum (malabar tamarind) water,cloves garlic,curry leaves,coriander (dhania) leaves,dry red chillies,cumin seeds (jeera)","1,1,1,1,1,1,1,1,1"
945,Kokum Saar Recipe - Traditional Maharashtrian Kokum Drink,"dry red chillies green chillies,salt,ghee,asafoetida (hing),coriander (dhania) leaves,jaggery,water,curry leaves,kokum (malabar tamarind) unsweetened juice,cumin seeds (jeera)","1,1,1,1,1,1,1,1,1,1"
946,Lemon Oats Recipe,"salt,ginger,chana dal (bengal gram dal),mustard seeds,asafoetida (hing),coriander (dhania) leaves,water,curry leaves,white urad dal (split),onion,lemon,cumin seeds (jeera),peanuts (moongphali),turmeric powder,green chillies,instant oats (oatmeal),sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
947,Marrakesh Vegetable Curry Recipe,"badam (almond) a,green beans (french beans),spinach,brinjal (baingan eggsplant),raisins,cloves garlic,carrot,orange juice,red yellow green bell pepper (capsicum),onion,cinnamon stick (dalchini),curry powder,black pepper powder,green zucchini,turmeric powder,sweet potato,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
948,Chilli Cheese Paratha Recipe,"salt,cumin powder (jeera),wheat flour,kalonji (onion nigella seeds),mint leaves (pudina),ghee,onion,britannia cheese block,green chillies","1,1,1,1,1,1,1,1,1"
949,Chicken Sholay Kebab Recipe,"salt,cumin powder (jeera),ginger,boneless chicken,kashmiri red chilli powder,sambar powder,flour (maida),cloves garlic,gram flour (besan),curry leaves,coriander powder,rice flour,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1"
950,Moolangi Tovve Recipe - Moolangi Tavve Recipe,"turmeric powder,ginger,coriander leaves,radishes,coconut,ghee,mustard,dry red chillies,lemon,asafetida,green chillies,yellow moong dal","1,1,1,1,1,1,1,1,1,1,1,1"
951,Kongunadu Cucumber Juice Recipe - Spicy & Tonji Eggplant Juice,"tomato,salt,arhar dal (split toor dal),tamarind water,ghee,brinjal (baingan eggsplant),mustard seeds,asafoetida (hing),cloves garlic,black peppercorns,curry leaves,coriander (dhania) leaves,coriander (dhania) seeds,dry red chillies,cumin seeds (jeera),turmeric powder,dry red chilli smer,curry leaves tear them","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
952,Beetroot Poriyal (Recipe In Hindi),"turmeric powder,salt per,coconut,curry leaves break,asafoetida,mustard,onion,oil,beetroot,green chillies,cumin seeds,white urad dal","1,1,1,1,1,1,1,1,1,1,1,1"
953,Tomato Onion Chutney Recipe - Tomato Onion Chutney Recipe,"tomato,turmeric powder,salt,green chilli,asafoetida,sesame oil oil,curry leaves,rye oil,onion,sesame oil,white urad dal","1,1,1,1,1,1,1,1,1,1,1"
954,Saffron Peda Recipe,"pistachios,ghee,saffron strands,milk,sugar,cardamom powder (elaichi),khoya (mawa) store bought","1,1,1,1,1,1,1"
955,Mushroom Methi Brown Rice Recipe,"tomato,salt,brown rice,coriander powder,methi leaves (fenugreek leaves),red chilli powder,cloves garlic,onion,button mushrooms,turmeric powder,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1"
956,South Indian Onion Chutney Recipe,"salt,mustard seeds,jaggery,black urad dal (split),curry leaves,dry red chillies,onion,cumin seeds (jeera),tamarind paste,sunflower oil","1,1,1,1,1,1,1,1,1,1"
957,The Paruppu Podi Recipe - South Indian Spiced Dal Chutney Powder,"salt,arhar dal (split toor dal),asafoetida (hing),black peppercorns,curry leaves,dry red chillies,cumin seeds (jeera),chana dal (bengal gram dal)","1,1,1,1,1,1,1,1"
958,Ruote Pasta & Eggplant Gratin Recipe,"red bell pepper (capsicum),soy granules,basil leaves,virgin olive oil,cloves garlic,red chilli flakes,black peppercorns,parsley leaves,gouda cheese,onion,brinjal (baingan eggsplant) (into ),wheat bread crumbs,del monte black olives,sweet corn delmonte,tomato basil pasta sauce del monte pasta sauce,route pasta del monte ruote pasta","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
959,Barnyard Millet Bisi Bele Bath Recipe,"tomato,jaggery,carrot,curry leaves,cumin seeds (jeera),turmeric powder,salt,coriander (dhania),arhar dal (split toor dal),barnyard millet,bisi bele bhat spice powder,green beans (french beans),tamarind water,mustard seeds,dry red chilli,ghee,potato (aloo),green peas (matar),drumstick,pearl onion (sambar onion),green bell pepper (capsicum)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
960,Maharashtrian Aunty Recipe,"salt,arhar dal (split toor dal),tamarind water,coriander (dhania) leaves,ghee,mustard seeds,asafoetida (hing),jaggery,water,curry leaves,cumin seeds (jeera),maharashtrian goda masala,turmeric powder,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
961,Onion Bajji Recipe -Vengaya Bajji/ South Indian Onion Pakora,"salt,asafoetida (hing),ajwain (carom seeds),red chilli powder,gram flour (besan),onion,turmeric powder","1,1,1,1,1,1,1"
962,Porridge Bread Recipe,"salt,khichdipongal,onion,rice flour,sunflower oil","1,1,1,1,1"
963,Foxtail Millet Rava Idli Recipe,"cashew nuts,coriander (dhania),salt,ginger,chana dal (bengal gram dal),mustard seeds,foxtail millet,water,carrot,curry leaves,curd,white urad dal (split),enos fruit salt,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
964,Besan Oats Ladoo Recipe,"ghee,pistachios,gram flour (besan),sugar,cardamom powder (elaichi),instant oats (oatmeal)","1,1,1,1,1,1"
965,Ada Pradhaman Recipe With Homemade Ada- Kerala Special Payasam Recipe,"cashew nuts,salt,ghee,cardamom (elaichi) podsseeds,jaggery,coconutor coconut,water,raisins,banana leaf,sunflower oil greasing,coconut milk,rice flour","1,1,1,1,1,1,1,1,1,1,1,1"
966, Spicy Pickled Paneer Gravy (Recipe In Hindi),"turmeric powder,tomato,salt,kasuri methi,branch coriander (dhania) leaves,fennel,paneer,capsicum (green),cumin powder,red chilli powder,celery,water,ginger garlic paste,onion,pickle mango pickle spices,ghee,oil,garam masala powder","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
967,Grilled Herring With Kasundi Mustard And Wild Celery Recipe,"salt,kasundi mustard sauce,celery (wild celery),apple cider vinegar,virgin olive oil,red chilli flakes,ginger garlic paste,herring fish steaks,lemon","1,1,1,1,1,1,1,1,1"
968,Creamy Coconut Poached Pears Recipe,"coconut sugar,pears,cardamom (elaichi) podsseeds,cinnamon stick (dalchini),almonds (badam),coconut milk","1,1,1,1,1,1"
969,Mutton Dak Bungalow Curry Recipe,"tomato,kashmiri red chilli powder,black peppercorns,coriander (dhania) seeds,onion,cumin seeds (jeera),turmeric powder,green chillies,salt,black cardamom (badi elaichi),mutton bs,mustard oil,cardamom (elaichi) podsseeds,mace (javitri) blade,nutmeg powder,red chilli powder,dry red chilli,curd,eggs,garlic paste,ghee,bay leaf (tej patta),methi leaves (fenugreek leaves),ginger garlic paste,cinnamon stick (dalchini),ginger paste,potato (aloo),radhuni special bengali spice","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
970,French Brioche Recipe (Savoury Version),"salt,pizza pasta sauce,milk,dry yeast,sugar,eggs,flour (maida),butter,sunflower oil","1,1,1,1,1,1,1,1,1"
971,Karnataka Style Avarekalu Huli Saru Recipe (Field Beans in a Coconut based Gravy Recipe),"tomato,salt,coconut,brinjal (baingan eggsplant),coriander (dhania) leaves,potato (aloo),mustard seeds,red chilli powder,cloves garlic,pearl onion (sambar onion),coriander (dhania) leaves,white urad dal (split),curry leaves,cumin seeds (jeera),sunflower oil sauteing,tamarind,turmeric powder,avarekalu lilva beans field beans","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
972,Spicy Mexican Salsa Verde Recipe - Green Tomato Salsa,"salt,coriander (dhania) leaves,virgin olive oil,sugar,lemon,green chillies,tomatillo green tomato","1,1,1,1,1,1,1"
973,Gobhi Ke Kofte Recipe,"turmeric powder,salt,red chilli powder,lentil sugar,water,ginger garlic paste,curd,onion,cardamom,coriander powder,bay leaves,oil,coriander (dhania) leaves,green chillies,gram flour,cabbage","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
974,Jerk Chicken With Rice And Peas Pilaf Recipe,"basmati rice,sunflower oil,bay leaf (tej patta),green peas (matar),cloves garlic,spring onion (bulb greens),chicken (thigh drumstick),lemon,tme leaves,coconut milk,barbeque sauce bottle jerk barbecue sauce,spice powder,spring onion (bulb greens) bunch","1,1,1,1,1,1,1,1,1,1,1,1,1"
975,Tomato Basil Pasta And Pizza Sauce Recipe,"tomato,salt,basil leaves,cloves garlic,virgin olive oil,black peppercorns,sugar,onion","1,1,1,1,1,1,1,1"
976,Matar Keema Recipe,"cheese,potato,turmeric powder,coriander leaves,oil used,asafoetida,red chilli powder,tomato rye,ginger garlic paste,salt used,onion,coriander powder,green peas,garam masala powder,water used","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
977,Foxtail Millet Pilaf Recipe,"salt,rosemary,prunes,cardamom (elaichi) podsseeds,foxtail millet,raisins,cloves garlic,cinnamon stick (dalchini),onion,black pepper powder,button mushrooms,turmeric powder,dried oregano","1,1,1,1,1,1,1,1,1,1,1,1,1"
978, Sindhi Kadhi (Recipe In Hindi),"tomato,turmeric powder,salt,jaggery,red chilli powder,gram flour,fenugreek seeds,mustard,curry leaves,dry red chillies,oil,asafetida,tamarind paste,arhar dal,okra","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
979, Togarikaayi Usli Recipe,"coriander (dhania) leaves,salt,green tur dal,mustard,garlic,oil,green chillies,butter","1,1,1,1,1,1,1,1"
980,Kothavarangai Poriyal Recipe - South Indian Style Cluster Beans Sabzi,"salt,green chilli,mustard seeds,asafoetida (hing),coconut,dry red chilli,curry leaves,gawar phali (kothavarangai cluster beans),onion,sunflower oil","1,1,1,1,1,1,1,1,1,1"
981,Kachcha Kela Masala Sabzi Recipe (Raw Banana with Tomatoes & Spices),"tomato,salt,ginger,bay leaves (tej patta),asafoetida (hing),red chilli powder,coriander powder,turmeric powder,banana,garam masala powder","1,1,1,1,1,1,1,1,1,1"
982,Goan Molyacho Ross Recipe - Goan Moolyacho Ross,"salt,pigeonpea,green chilli,radishes,coconut,jaggery,dry red chillies,onion,coriander seeds,tamarind lemon","1,1,1,1,1,1,1,1,1,1"
983,Coconut Chia Pudding Recipe,"orange,pistachios,tender coconut water,blueberries,mint leaves (pudina) a,chia seeds,coconut milk","1,1,1,1,1,1,1"
984,Paneer Frankie Recipe - Delicious Kid Friendly Snack,"wheat tawa paratha large sizes rolls,lettuce leaves,red bell pepper (capsicum),paneer,del monte tandoori mayo,onion","1,1,1,1,1,1"
985,Beetroot Paneer Curry Recipe In Coconut Milk - Beet Paneer Curry Recipe,"turmeric,salt,ginger,paneer,red chilli powder,chakundar,onion,coriander powder,oil,coconut milk,bud garlic,green chillies,garam masala powder","1,1,1,1,1,1,1,1,1,1,1,1,1"
986,Rajasthani Gatte Ka Pulao Recipe,"salt,rice,ghee,bay leaf (tej patta),ajwain (carom seeds),red chilli powder,cloves garlic,gram flour (besan),curd,coriander (dhania) leaves,onion,cinnamon stick (dalchini),turmeric powder,cloves (laung),sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
987,Paneer Kofta Curry Recipe - Paneer Kofta Curry Recipe,"tomato,salt,turmeric powder,ginger,paneer,cumin powder,fenugreek seeds,coriander,oil,coriander powder,hung yogurt,flour ( flour),garam masala powder","1,1,1,1,1,1,1,1,1,1,1,1,1"
988,Chia Seeds Shikanji Recipe,"black salt,cumin powder (jeera),ice cubes,water,sugar,lemon,chia seeds,black pepper powder,mint leaves (pudina)","1,1,1,1,1,1,1,1,1"
989,Spiced Coconut Oatmeal With Assorted Fruits Recipe,"salt,bananas,anardana powder (pomegranate seed powder),water,dry ginger powder,coconut milk,dates,walnuts,instant oats (oatmeal),cinnamon powder (dalchini)","1,1,1,1,1,1,1,1,1,1"
990,Carrot And Capsicum Rice Recipe,"salt,coriander (dhania) leaves,green chilli,rice,ghee,red chilli powder,carrot,curry leaves,onion,cumin seeds (jeera),black pepper powder,green bell pepper (capsicum)","1,1,1,1,1,1,1,1,1,1,1,1"
991,South Indian One Pot Sambar Rice Recipe,"asafoetida (hing),coriander (dhania) leaves,jaggery,white urad dal (split),coriander (dhania) seeds,onion,cumin seeds (jeera),turmeric powder,chana dal (bengal gram dal),sunflower oil,salt,green chilli,dry red chillies,green beans (french beans),tamarind water,mustard seeds,coconut,water,pink masoor dal (split),rice (sona masuri variety),methi seeds (fenugreek seeds),ghee,potato (aloo),bottle gourd (lauki)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
992,Pineapple and Dill Granita Recipe,"pineapple,ice cubes,water,sugar,dill leaves","1,1,1,1,1"
993,Spicy Lemon Chilli Paneer Tart With Curry Leaves Recipe,"salt,green bell pepper (capsicum) squares,green chillies,spring onion greens,eggs,mustard seeds,paneer,corn flour mixed water,cloves garlic,green chilli sauce,curry leaves,onion,lemon,black pepper powder,flour (maida),turmeric powder,icing sugar,butter","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
994,Bajri Roti Recipe,"salt,wheat flour,ghee,bajra flour ( pearl millet),water bind the dough","1,1,1,1,1"
995,Chinese style Black Sesame Nai Huang Bao Recipe (Steamed Custard Buns),"black sesame seeds,flour (maida),water,dry yeast,sugar,condensed milk,coconut milk,eggs,milk powder,sunflower oil butter,sunflower oil","1,1,1,1,1,1,1,1,1,1,1"
996,Kesar Shrikhand Recipe - Greek Yogurt Pudding With Saffron,"pistachiosor almonds will also do,saffron strands,hung curd (greek yogurt) (use preferably),caster sugar,cardamom powder (elaichi),fruits","1,1,1,1,1,1"
997,Matki Chi Usal Recipe - Spicy Moth Sprouted Salad,"salt,asafoetida (hing),mustard seeds,coconut,ajwain (carom seeds),horse gram dal (kollu kulith) sprouted,red chilli powder,water,curry leaves,moth sprouts (matki),dry red chillies,lemon","1,1,1,1,1,1,1,1,1,1,1,1"
998,Egg Korma Recipe,"tomato,coconut milk,salt,coriander (dhania),green chilli,red chilli powder,ginger garlic paste,onion,cumin seeds (jeera),coriander powder,eggs,turmeric powder,garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1"
999,Raw Tomato Chutney Recipe - Raw Tomato Chutney (Recipe In Hindi),"tomato,salt,jaggery,cloves garlic,fenugreek seeds,curry leaves,mustard,onion,oil,green chillies","1,1,1,1,1,1,1,1,1,1"
1000,Broccoli Rava Idli Recipe,"cashew nuts,salt,ginger,green chilli,asafoetida (hing),mustard seeds,water,curd,curry leaves,polenta,white urad dal (split),broccoli,sooji (semolina rava),enos fruit salt,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
1001,Mushroom & Goat Cheese Omelette with Spinach Recipe,"salt,button mushrooms,sunflower oil,milk,goat cheese,black pepper powder,eggs,spinach leaves (palak),butter,dried oregano","1,1,1,1,1,1,1,1,1,1"
1002,Caramel Folded Plum Cake Recipe,"mixed dry fruits used apricot,baking powder,mixed nuts used almond,salt,nutmeg powder,cardamom (elaichi) podsseeds,water,tutti frutti,baking soda,vivatta maida,sugar,rum double orange juice,eggs,cloves (laung),butter,cinnamon powder (dalchini)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
1003,Chole Capsicum Masala Recipe,"cashew nuts,tomato,cumin powder (jeera),salt,red chilli powder,ginger garlic paste,kabuli chana (white chickpeas),onion,green bell pepper (capsicum),coriander powder,turmeric powder,kasuri methi (dried fenugreek leaves),sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1"
1004,Chocolate Ganache Tart Recipe,"(amul,salt,heavy whipping cream,),pie crust,cherries (or fruits whipped,dark chocolate (bournville rich cocoa from india works fantastic)","1,1,1,1,1,1,1"
1005,Konkani Style Mooga Ghushi Recipe-Sprouted Whole Green Gram In Tangy Coconut Gravy,"salt,coconut,mustard seeds,dry red chilli,curry leaves,green moong dal,coconut oil,tamarind paste gooseberry tamarind (remove seeds fibre any)","1,1,1,1,1,1,1,1"
